cleaned_reviewText,text_sentiment,cleaned_reviewTitle,title_sentiment
top stretch cinch frayed broke within week wear grandson loved style although shoe generously sized cinch stretched tight,1,cinch broke early,0
prefer filum brand shoe,1,able find white like,1
il prodotto come foto ottima qualit come del resto si sa della timberland sono calde e ben impermeabilizzate e noi le abbiamo usate sulla neve e nonostante tutto il calzino non si bagnato ancora colore non si rovinato nonostante siano state maltrattate non c male,1,super scarpe,1
le timberland sono sempre garanzia di qualit scarpe bellissime comprate per mio figlio che consiglio senza dubbio alcuno prodotto fedele alle descrizione del venditore calzano leggermente strette,1,molto belle,1
ottimo scarponcino pelle ben costruito poi conoscendo la scelta dei materiali timberland credo che non ci saranno problemi,1,garanzia timberland,1
ho comprato queste paia di scarpe invernali sconto circa e mi sono piaciute il camoscio al tatto buono con pelle morbida e vellutata al tatto il colore il solito di timberland per questo prezzo se lo trovate lo consiglio,1,scarpe timberland invernali,1
lunico problema la taglia che calza poco non cera il numero pi grande e dovuto fare reso,1,il prodotto buono,1
ansich ein schnes und wertiges produkt die schuhe waren aber nicht neu sondern wurden bereits getragen gebraucht mit sand und erde zugestellt,0,getragen und abgenutzt,1
molto comodi ed eleganti misura perfetta consigliati,1,bellissimi,1
bonjourachete pour la rentr en maternelle de mon fils de anselles sont trs trs belle douce fine ne font pa de gros piedsje recommande le yeux ferms,1,timberland enfant,1
arrivate prima del previsto apparentemente di buona fattura peccato che siano arrivate con la targhetta del logo staccata su una scarpa,1,anticipo con un piccolo difetto,1
leider nicht richtig vernht von innen und drckt den fen richtig rein schade,1,qualitt bleibt auf der strecke,1
bought sandal primarily wearing beach boat excursion cruise similar pair wore discarded cushioned sole comfortable havent yet worn intended purpose appear sturdy enough protect foot coral rocky beach tread provide good traction slippery surface slip easily easy adjust lace comfort dont need wait cruise wear,1,sturdy comfy,1
way big tag size say ordered size fit good inch longer foot obviously size correctthey look like good quality look comfortable,1,way long,1
love comfortable wear around gardening dont get sneaker wet easy slide dry quicklythey dont especially thick sole dont wear hiking notice somewhat enclosed tendency sand become trapped inside shoebut overall really nice water shoe,1,great water shoe,1
grossed ordered inside someone old dirty insert need better standard price received reluctantly put still grossed btw comfortable hope good fit hiking multiple terrians look like someone already tried thoughwish would left comment card along gross dirty insert,1,seem comfortable got used dirty pair,1
wear heel tennis shoe got fit perfectly got campinghiking trip zero complaint one thing thought funny sitting fire bee two came check bright peach suppose highly impressed low price paid would highly suggest purchase,1,never wanted take,1
ive worn two day feel pretty good bit arch others didnt ordered came still feel big foot measure feel got small,1,feel nice big,1
run least half size big wear ordered ordered would fit getting strap would tight foot wide happy light lighter keen nice wear big heavy keen would stay foot,1,light run large,1
wore shoe walk around disney week comfy dry quickly lightweight,1,good buy,1
would definitely say get half size smaller youd normally wear theyre great especially price went hiking water mud held strong minimal slippage hosed looked good new dried quick enough wear work next day,1,wash well hold strong,1
got shoe river splash pad play comfortable true size,1,great shoe,1
encantaron el color super vivo tal cual la imagen de un lado gamuza el otro tipo charolmuy comodos llegaron super rapidodefinitivamente los recomiendo,1,padrisimos,1
encantaron justo como los esperaba el diseo est fuera de lo comn por lo que llamaron mi atencin desde un principio son mi color favorito,1,increble diseo,1
estn tal cual en la imagen llegaron rpido sin mayor complicacin se ven de calidad,0,calidad,1
picture color buyer beware,1,weird,0
reading review decide order size huge shoe true size even wide foot well made sooo cute,1,true sizeeven wide foot,1
looked awful unless bowling shoe look going perhaps worn ironically might okay realize description one half shoe matte sort suedey expected side shiny also tongue come kind high exactly comfortable returning mostly ugly,1,two different texture split middle like bowling shoe,1
ugly wear work,0,ugly,0
really cute fit well wear work casual outfit im going purchase color,1,dope,1
love shoe purchasing blue one next thanks,1,delivered two week thanks,1
perfect fit daughter say comfortable throw wash look good new unfortunately sole liner came pretty easily wash buy new one,1,awesome shoe,1
second pair ive bought style think like black red one,1,exactly pictured,1
fit perfectly comfortable according daughter get dirty easily obviously white easy wash dry quickly lightweight slip easy dont fall walking,1,comfortable fit perfectly super lightweight,1
got year old nice thin little arch support great spring time shoe cold wet weather,1,fit snug thin,1
perfect pe shoe daughter teacher dont help tying,1,perfect fit,1
bought autistic daughter love independently put take love color comfort highly recommend product third pair ive purchased past year hold great daughter u super active,1,perfect fit fast shipping love option try buy,1
love adidas hand diwn couldnt put foot even opening shoe sad pretty shoe,1,love addidas shoe,1
daughter love shoe bought every color offered comfortable true size perfect fit shoe slide back run,1,daughter love,1
like fact shoe comfortable true size yet easily stained hard clean,1,vey comfortable yet stain easily,1
size accurate great quality easy son slip,1,great buy,1
estn super la bota se ven algo bromosas pesadas pero cuando te la pone se nota la calidad e la esperadaslo tengan cuidad con la talla vienen muy amplias voy solicitar devolucin pero sin duda la recompro medio numero menos para que calcen al la suela est genial sin duda bota para el trabajo mejor para salir caminar por el campo son todo terreno,0,calidad reebok,1
en talla estuvo bien calidad de los materiales excelente lo nico e que si estn algo pesadas esperaba algo ligero de ah en fuera todo bien,1,calidad en los materiales,1
son exelentes solo un poquito grande,1,muy buen material,1
great shoe great price people commented toe problem kinda worried problem ordered size usually wear fit fine may recommend size also narrow foot may toe issue would recommend highly tell ill wearing awhile high quality ill update otherwise,1,id recommend high quality,1
seemed solid built hurt foot arch low something wearing work around month part sole coming apartback red wing,0,hurt foot sole falling apart couple month,0
boot start nice look good hour foot killing foot think would lot better outdoor use,1,great looking boot narrow foot,1
usually able fit men size shoe problemsthis particular shoe ran really bigmore like widei needed workbecause one job issued killing feetso unfortunately wasnt able return themcause wait would problematic shoe definitely true sizeand little heavy toobut guess thats due really bigbesides large fitthey pretty nice work boot,1,like wide,1
used best price town gone great shoe,1,ask expected,1
nice shoe well constructed run large lot heavier expected,1,three star,1
horrible boot insole feel hard rock top boot put pressure point top foot leaf agony couple hour total waste money,0,great boot youre saddist,1
general havent found affordable toddler shoe w better traction merrells amazon toddler mtrail chaser jr wore whenever went dirtpebble trail v nike sneaker however heavier think le breathable there le mesh see side side photo shoe model foreground mtrail chaser back said think may durable time water resistant mesh may tear easily let water shall see also think slightly wider easier step mtrail chasersthey claim machine washable nice though would probably spray w hosehopefully found review helpful,1,lighter meshbreathable hopefully still durable,1
initially pleased shoe three month showing way wear tear cloth around top fraying around biggest concern though wear metal loop start go loop failing look like soon break rendering shoe worthlessupdate velcro gave shoe falling apart didnt even last year super disappointed,1,concerned durability,1
aware description incorrect big kid size little kidtoddler size,1,inaccurate description,1
